id,title,group,salesrank,review_cnt,downloads,rating
75637,The Diaries of Adam and Eve,Book,35520.0,18,18,5.0
75639,OCP Oracle9i Database: Performance Tuning Exam Guide,Book,77101.0,9,9,4.5
75659,The Mudpies Activity Book: Recipes for Invention,Book,80936.0,1,1,5.0
75662,Essential Drug Dosage Calculations (4th Edition),Book,64815.0,0,0,0.0
75666,Military Aircraft Boneyards,Book,38862.0,0,0,0.0
75672,Making Hard Decisions with DecisionTools Suite,Book,89818.0,5,5,4.5
75681,Five Equations That Changed the World : The Power and Poetry of Mathematics,Book,110981.0,36,36,4.0
75682,Encyclopedia of Social Work/With 1997 Supplement (19th Ed (3 Vol Set)),Book,71026.0,1,1,5.0
75684,"What is a Designer: Things, Places, Messages",Book,124950.0,0,0,0.0
75687,"The Ultimate Party Drink Book : Over 750 Recipes for Cocktails, Smoothies, Blender Drinks, Non-Alcoholic Drinks, and More",Book,86443.0,7,7,4.0
75689,Pistol Marksmanship Guide,Book,27594.0,1,1,5.0
75696,Diana Vreeland,Book,100493.0,7,7,5.0
75698,Silent Spring,Book,128260.0,106,106,3.5
75703,"Suzanne Somers' Eat, Cheat, and Melt the Fat Away",Book,29447.0,76,76,4.0
75711,You Belong to Me,Book,27561.0,50,50,4.5
75716,Lanterns on the Levee: Recollections of a Planter's Son (Library of Southern Civilization),Book,126769.0,8,8,4.5
75719,True Balance : A Commonsense Guide for Renewing Your Spirit,Book,63507.0,9,9,4.5
75728,"The Complete Book of Rhymes, Songs, Poems, Fingerplays, and Chants: Over 700 Selections",Book,69121.0,4,4,3.5
75755,The Gutenberg Galaxy: The Making of Typographic Man,Book,74357.0,8,8,5.0
75765,How to Draw Wild Animals (Art Smart),Book,88309.0,1,1,2.0
75768,Edwurd Fudwupper Fibbed Big,Book,130093.0,20,20,4.5
75775,Midnight Sun,Book,83530.0,12,12,4.0
75780,Pokemon Trading Card Game Player's Guide (Pokemon Trading Card Game Player's Guides),Book,134946.0,18,18,4.5
75784,Designing CSS Web Pages,Book,134394.0,36,36,3.5
75786,Everything Tastes Better with Bacon: 70 Fabulous Recipes for Every Meal of the Day,Book,80929.0,3,3,5.0
75788,Earthborn (Homecoming Saga),Book,140445.0,41,41,3.0
75791,The Unabridged Journals of Sylvia Plath,Book,31348.0,22,22,4.5
75793,Big Book of 30-Minute Dinners (Better Homes and Gardens Test Kitchen),Book,149191.0,5,5,5.0
75795,The Nonprofit Handbook,Book,100356.0,3,3,3.5
75804,"Magic, Reason and Experience: Studies in the Origins and Development of Greek Science",Book,82257.0,0,0,0.0
75809,Easy Kana Workbook : Basic Practice in Hiragana and Katakana for Japanese Language Students,Book,144552.0,5,5,5.0
75821,The Empire of Chance : How Probability Changed Science and Everyday Life (Ideas in Context),Book,82470.0,1,1,3.0
75822,Shame: A Novel,Book,129398.0,19,19,4.5
75824,Between Planets,Book,23755.0,12,12,4.0
75831,Something New Under the Sun: An Environmental History of the Twentieth-Century World (Global Century Series),Book,12583.0,13,13,5.0
75840,"Turning Forty: Wit, Wisdom and Whining",Book,79417.0,0,0,0.0
75848,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Book,1565.0,334,334,4.0
75853,Flower Essences for Animals: Remedies for Helping the Pets You Love,Book,52374.0,7,7,5.0
75855,The Bride Wore Black,Book,112529.0,5,5,5.0
75858,Void Moon,Book,124982.0,153,153,4.0
75860,Woman Who Glows in the Dark: A Curandera Reveals Traditional Aztec Secrets of Physical and Spiritual Health,Book,32911.0,12,12,5.0
75863,The Silmarillion,Book,4229.0,544,544,4.5
75867,"Munchkin: Kill the Monsters, Steal the Treasure, Stab Your Buddy",Book,128188.0,4,4,5.0
75875,Life Application Study Bible: New Living Translation : Indexed : Burgundy Bonded Leather : Large Print,Book,76988.0,2,2,5.0
75877,"The Catholic Youth Bible: New Revised Standard Version, Blue, Leatherette",Book,79951.0,19,19,4.0
75882,Releasing The Bonds: Empowering People to Think for Themselves,Book,42714.0,27,27,5.0
75884,"3,000 Solved Problems in Calculus",Book,9765.0,12,12,4.5
75890,The Last Tsar : The Life and Death of Nicholas II,Book,102031.0,27,27,4.5
75896,Mastery of Surgery (2 vols.),Book,127177.0,4,4,4.5
75906,Paralegal Career Guide (3rd Edition),Book,111708.0,4,4,5.0
75933,Introduction to Objectivist Epistemology : Expanded Second Edition,Book,134121.0,42,42,3.5
75942,"Horseshoes, Cowsocks & Duckfeet : More Commentary by NPR's Cowboy Poet & Former Large Animal Veterinarian",Book,131341.0,3,3,4.0
75947,Forms of Talk (University of Pennsylvania Publications in Conduct & Communication),Book,142584.0,0,0,0.0
75962,Will Rogers Follies: Vocal Selections,Book,95054.0,1,1,5.0
75964,Womanspirit Rising: A Feminist Reader in Religion,Book,109064.0,2,2,5.0
75966,The Last Time They Met,Book,65202.0,416,416,3.5
75967,First Art : Art Experiences for Toddlers and Twos,Book,20072.0,9,9,5.0
75981,Make Over Your Man : The Woman's Guide to Dressing Any Man in Her Life,Book,70787.0,8,8,5.0
75984,God's Chosen Fast,Book,132665.0,6,6,4.5
76010,Modern Book Collecting,Book,86748.0,6,6,4.5
76048,The Complete Artscroll Siddur (Artscroll Mesorah Series),Book,91111.0,27,27,4.5
76065,The Distant Land of My Father,Book,15575.0,16,16,5.0
76070,Bhagavad Gita : A New Translation,Book,32965.0,25,25,3.5
76089,Caroline Wrey's Complete Curtain Making Course,Book,67215.0,4,4,3.5
76102,The Federalist Papers,Book,54773.0,45,45,4.5
76105,Essays on the Theory of Constraints,Book,72051.0,0,0,0.0
76109,Family Child Care Marketing Guide: How to Build Enrollment and Promote Your Business As a Child Professional (Redleaf Business Series),Book,88200.0,2,2,5.0
76111,Northern California Atlas & Gazetteer,Book,15549.0,6,6,3.5
76112,A Long Short War: The Postponed Liberation of Iraq,Book,145590.0,27,27,3.5
76119,"Hurting Parent, The",Book,106668.0,3,3,5.0
76122,Mastering Unix,Book,65458.0,5,5,4.5
76135,"Change Your Voice : Change Your Life : A Quick, Simple Plan for Finding & Using Your Natural Dynamic Voice",Book,34073.0,19,19,4.0
76136,Sams Teach Yourself Shell Programming in 24 Hours,Book,128099.0,23,23,4.5
76161,Uptown (Coretta Scott King Illustrator Award Winner),Book,143692.0,2,2,4.5
76168,Be My Baby (Avon Light Contemporary Romances),Book,43743.0,43,43,4.0
76170,"Fool's Errand (Tawny Man, Book 1)",Book,7090.0,94,94,4.5
76171,Ballerina!,Book,104965.0,6,6,5.0
76185,Protein NMR Spectroscopy : Principles and Practice,Book,114345.0,1,1,4.0
76194,"Screams in the Void (Star Wars: A Long Time Ago..., Book 4)",Book,133525.0,2,2,5.0
76206,Kids Pick The Funniest Poems,Book,112632.0,2,2,4.5
76208,Children of Choice,Book,80681.0,0,0,0.0
76213,"A Voice in the Wind (Mark of the Lion, 1)",Book,109800.0,97,97,5.0
76215,Drink Cultura: Chicanismo (Joshua Odell Editions),Book,135870.0,6,6,5.0
76225,Sentences (Straight Forward English Series),Book,95058.0,0,0,0.0
76227,Really Bad Girls of the Bible Workbook,Book,18452.0,0,0,0.0
76229,Biological Anthropology,Book,129598.0,0,0,0.0
76230,Bottle Pricing Guide,Book,53153.0,2,2,3.5
76231,The Philokalia : The Complete Text (Vol. 3),Book,74715.0,25,25,4.5
76232,The Sound and the Fury (Vintage International),Book,1556.0,161,161,4.0
76237,Interaction Design,Book,37910.0,7,7,4.0
76244,The Beginner's Guide to Quantum Psychology,Book,122837.0,2,2,4.5
76256,Service That Sells! the Art of Profitable Hospitality,Book,25425.0,6,6,5.0
76257,The 10 Most Important Things You Can Say to a Catholic (The 10 Most Important Things Series),Book,90405.0,4,4,2.0
76259,Reversing Multiple Sclerosis: 9 Effective Steps to Recover Your Health,Book,33694.0,19,19,3.0
76263,Raising Children You Can Live With:  A Guide for Frustrated Parents,Book,101394.0,2,2,5.0
76265,"American Passages: A History of the American People, Volume 2: 1863 to Present",Book,103930.0,0,0,0.0
76266,The Glorious Impossible,Book,110538.0,5,5,5.0
76270,The Cat in the Hat,Book,1110.0,111,111,4.5
76271,Murder on Gramercy Park (Sarah Brandt),Book,12008.0,9,9,4.0
76287,The Kingdom of Matthias/a Story of Sex and Salvation in 19Th-Century America: A Story of Sex and Salvation in 19Th-Centtury America,Book,146837.0,9,9,4.0
76292,Veterinary Parasitology: Reference Manual,Book,41893.0,6,6,4.5
76294,"How to Stay Alive in the Woods : A Complete Guide to Food, Shelter, and Self-Preservation That Makes Starvation in the Wilderness Next to Impossible",Book,24392.0,19,19,3.5
76306,"Hamlet: An Authoritative Text, Intellectual Backgrounds, Extracts from the Sources, Essays in Criticism (Norton Critical Editions)",Book,45484.0,4,4,4.0
76313,On Pilgrimage: Sacred Journeys Around the World,Book,42036.0,0,0,0.0
76323,Opera 101 : A Complete Guide to Learning and Loving Opera,Book,52818.0,19,19,4.5
76352,Paris 1919 : Six Months That Changed the World,Book,15431.0,80,80,4.5
76357,National Geographic Guide To Americas Great Houses (National Geographic Guide to America's Great Houses),Book,62723.0,5,5,4.5
76373,"The Everything Classical Mythology Book: Greek and Roman Gods, Goddesses, Heroes, and Monsters from Ares to Zeus (Everything Series)",Book,133950.0,3,3,4.5
76376,King of the Wind : The Story of the Godolphin Arabian,Book,43149.0,53,53,5.0
76385,Jean Dubuffet,Book,116321.0,1,1,5.0
76386,The Price of Glory : Verdun 1916; Revised Edition (Penguin History),Book,48705.0,37,37,5.0
76406,The New Dickson Baseball Dictionary,Book,38533.0,10,10,5.0
76420,ICE TO THE ESKIMOES:How to Market a Product Nobody Wants,Book,24144.0,15,15,5.0
76426,Chasing Cezanne : A Novel,Book,16106.0,41,41,3.0
76430,"GNU Autoconf, Automake, and Libtool",Book,145379.0,13,13,3.5
76431,Creating Meaning Through Literature and the Arts: An Integration Resource for Classroom Teachers (2nd Edition),Book,35114.0,1,1,5.0
76446,American Splendor Presents: Bob & Harv's Comics,Book,96904.0,5,5,4.0
76451,I Want to Be a Veterinarian (I Want To Be),Book,55483.0,6,6,5.0
76464,Revolution in Time: Clocks and the Making of the Modern World,Book,136151.0,2,2,4.5
76465,Haunted Inns of New England,Book,33458.0,1,1,2.0
76481,7 Habits of Highly Effective Families,Book,79261.0,39,39,4.5
76484,Ethernet-Based Metro Area Networks,Book,117069.0,1,1,4.0
76505,If You Will Ask,Book,128622.0,2,2,5.0
76522,Art of the Maya Scribe,Book,123734.0,4,4,5.0
76528,How to Make the World a Better Place: 116 Ways You Can Make a Difference,Book,51736.0,3,3,4.5
76543,"The Art of Asylum-Keeping: Thomas Story Kirkbride and the Origins of American Psychiatry (Studies in Health, Illness, and Caregiving)",Book,79419.0,2,2,4.5
76550,Catholic Catechism,Book,143916.0,4,4,4.5
76553,The Best 50 Martinis (Best 50),Book,128656.0,3,3,2.5
76562,Interest Projects for girls 11-17,Book,100355.0,0,0,0.0
76566,Abraham Lincoln's World,Book,71885.0,1,1,1.0
76570,A Voyage For Madmen,Book,36052.0,23,23,4.5
76572,The Mormon Hierarchy: Origins of Power (Mormon Hierarchy),Book,112077.0,19,19,3.5
76593,Textbook of Ayurveda,Book,13821.0,3,3,5.0
76620,Twelfth Night: Or What You Will (Shakespeare Made Easy : Modern English Version Side-By-Side With Full Original Text),Book,125646.0,26,26,4.5
76628,"Pun and Games: Jokes, Riddles, Rhymes, Daffynitions, Tairy Fales, and More Wordplay for Kids",Book,148346.0,3,3,4.5
76632,Examkrackers 1001 Questions in MCAT Chemistry (Examkrackers),Book,2402.0,9,9,4.0
76646,Painting Flowers in Watercolour: A Naturalistic Approach,Book,76623.0,0,0,0.0
76654,On the Road of the Winds: An Archaeological History of the Pacific Islands Before European Contact,Book,118116.0,2,2,5.0
76673,The Burden of Bad Ideas,Book,34751.0,40,40,4.0
76676,Eminem: Talking,Book,130251.0,1,1,5.0
76679,The Thirteen Petalled Rose,Book,57287.0,9,9,4.5
76687,The Buffalo Soldier : A Novel,Book,42982.0,34,34,4.0
76699,The Lessons of Terror : A History of Warfare Against Civilians,Book,22317.0,17,17,3.0
76702,The Wisdom of Life and Counsels and Maxims (Great Books in Philosophy),Book,136387.0,6,6,4.5
76705,Turbulence : The Legacy of A. N. Kolmogorov,Book,124532.0,1,1,4.0
76708,Sir Edwin Lutyens: Designing in the English Tradition,Book,87971.0,0,0,0.0
76718,Catfish and Mandala : A Two-Wheeled Voyage through the Landscape and Memory of Vietnam,Book,20915.0,90,90,4.5
76723,The Cannabible,Book,47065.0,24,24,4.5
76731,Pediatrics (Platinum Vignettes),Book,70473.0,3,3,5.0
76732,Mysterious Skin : A Novel,Book,124267.0,43,43,4.5
76737,Home Maintenance for Dummies,Book,4299.0,7,7,4.0
76740,Teach Yourself Hindi: Complete Audio Cd Program (Teach Yourself Language Complete Courses),Book,8898.0,19,19,4.0
76742,No Flying in the House (rpkg) (Harper Trophy Books (Paperback)),Book,89706.0,34,34,5.0
76746,Biomolecular Nmr Spectroscopy,Book,66723.0,1,1,4.0
76755,Collins Gem Latin Dictionary : Second Edition (Collins Gem),Book,119370.0,17,17,5.0
76756,Prime Time: How Baby Boomers Will Revolutionize Retirement and Transform America,Book,44397.0,10,10,4.0
76765,Art for the Very Young: Ages 3-6,Book,34957.0,1,1,5.0
76766,Rocking the Roles: Building a Win-Win Marriage,Book,137931.0,11,11,5.0
76776,The Complete Idiot's Guide to Handwriting Analysis,Book,63994.0,19,19,4.5
76782,Our Game,Book,46651.0,35,35,3.5
76785,Lying with the Enemy: A Novel,Book,27026.0,20,20,4.0
76792,"The Donner Party Chronicles: A Day-by-Day Account of a Doomed Wagon Train, 1846-47",Book,125428.0,8,8,4.5
76796,Mr. Wiggle's Book (Early Childhood),Book,55574.0,3,3,5.0
76802,Collectible Pocket Knives (Collectibles (Flammarion)),Book,40519.0,2,2,3.0
76806,The Science and Art of Tracking,Book,68769.0,15,15,3.5
76823,A Certain Magic (Signet Regency Romance),Book,130004.0,5,5,5.0
76828,"Child of Faerie, Child of Earth",Book,99210.0,15,15,5.0
76837,"River of Blue Fire (Otherland, Volume 2)",Book,34946.0,100,100,4.0
76838,Painters of Faith,Book,83478.0,0,0,0.0
76870,What to Do When the Doctor Says It's PCOS: (Polycystic Ovarian Syndrome),Book,30579.0,6,6,4.5
76872,Beyond the Bass Clef,Book,96912.0,8,8,4.0
76874,"IT Services Costs, Metrics, Benchmarking and Marketing",Book,18070.0,11,11,4.0
76881,A Knight in Shining Armor,Book,147035.0,372,372,5.0
76884,To Pray As a Jew: A Guide to the Prayer Book and the Synagogue Service,Book,63443.0,11,11,4.0
76889,Building a Jazz Vocabulary,Book,4961.0,3,3,5.0
76894,How to Create and Manage a Hedge Fund: A Professional's Guide,Book,42912.0,10,10,3.5
76907,Corporate Communication,Book,119758.0,2,2,5.0
76915,What Price Honor? (Star Trek Enterprise),Book,25552.0,13,13,3.5
76916,Wildly FoxTrot : A FoxTrot Treasury,Book,27780.0,9,9,5.0
76922,Ouija,Book,146060.0,18,18,4.5
76931,Professional VB.NET,Book,91977.0,19,19,3.0
76934,"Me Too : Volume Five of the Bandy Papers (The Journals of Bartholomew Bandy, Volume 5)",Book,83351.0,1,1,5.0
76936,"Equipping Church, The",Book,29915.0,2,2,5.0
76937,Orality and Literacy: The Technologizing of the Word (New Accents),Book,51863.0,8,8,4.0
76955,Los Alamos,Book,31280.0,80,80,3.0
76964,"It's a Dog's Life, Snoopy",Book,127512.0,6,6,4.5
76969,How to Seduce a Man and Keep Him Seduced,Book,79188.0,4,4,5.0
76975,"The Circle War (Wingman, No 2)",Book,79659.0,6,6,5.0
76979,Flutes of Fire: The Indian Languages of California,Book,72495.0,1,1,5.0
76996,Where Do I Start?: A School Library Handbook (Professional Growth Series),Book,127617.0,0,0,0.0
77000,"Cases and Materials on Pleading and Procedure, State and Federal 8th (University Casebook Series)",Book,61632.0,0,0,0.0
77011,Streetwise Investing in Rental Housing: A Detailed Strategy for Financial Independence (The Panoply Press Real Estate Series),Book,130895.0,10,10,4.0
77013,Volunteers Wanted,Book,114136.0,4,4,5.0
77014,The Lovely Bones: A Novel,Book,1100.0,0,0,0.0
77038,Sierra North: 100 Backcountry Trips In Californias Sierra,Book,95815.0,3,3,5.0
77039,Four Arguments for the Elimination of Television,Book,24500.0,53,53,4.5
77040,"Changer of Worlds (Worlds of Honor, Number 3)",Book,90676.0,17,17,4.0
77047,Oleanna : A Play,Book,37754.0,23,23,4.5
77051,Microsoft Excel 2002 Plain & Simple,Book,39865.0,1,1,4.0
77063,Calm My Anxious Heart : A Woman's Guide to Contentment,Book,4273.0,20,20,5.0
77068,"Bearing An Hourglass (Incarnations of Immortality, Book 2)",Book,44092.0,44,44,3.5
77071,Snarlyhissopus,Book,94009.0,1,1,5.0
77088,"Letters to My Son: A Father's Wisdom on Manhood, Life, and Love",Book,90359.0,14,14,4.5
77092,Making Multiplication Easy (Grades 2-4),Book,38765.0,1,1,5.0
77105,Designing Performance Appraisal Systems : Aligning Appraisals and Organizational Realities (Jossey Bass Business and Management Series),Book,61449.0,0,0,0.0
77111,Murder in Dealey Plaza:  What We Know Now that We Didn't Know Then,Book,102445.0,56,56,3.5
77122,Web Design in a Nutshell,Book,22140.0,93,93,4.5
77124,Interaction of Color : Revised Edition,Book,7617.0,14,14,4.5
77125,The Gretsch Book,Book,89438.0,1,1,4.0
77140,Harry Potter And The Chamber Of Secrets: Collectors Edition,Book,47934.0,2422,2419,5.0
77142,Configuring and Tuning Databases on the Solaris Platform,Book,69425.0,5,5,5.0
77160,Mouse Under Glass : Secrets of Disney Animation and Theme Parks,Book,67029.0,13,13,4.0
77164,The Concise Cambridge Italian Dictionary (Reference Books),Book,107464.0,1,1,3.0
77167,Because of Winn-Dixie (Because of Winn-Dixie),Book,528.0,518,515,4.5
77168,The Enlightenment (Studies in European History),Book,74087.0,2,2,5.0
77169,Lost Japan,Book,147431.0,39,39,4.0
77181,Ready-To-Use Activities for Before and After School Programs,Book,105858.0,0,0,0.0
77188,The Ice Storm: A Novel,Book,92749.0,45,45,3.5
77200,"The 106 Common Mistakes Homebuyers Make (and How to Avoid Them), 3rd Edition",Book,2852.0,38,38,4.5
77202,Jesus With Dirty Feet: A Down-To-Earth Look at Christianity for the Curious & Skeptical,Book,97066.0,11,11,4.5
77205,Ecrits,Book,95622.0,6,6,3.0
77207,N Is for Noose,Book,16683.0,161,161,3.0
77214,Why a Daughter Needs a Dad: A Hundred Reasons,Book,9036.0,17,17,4.5
77231,Hiroshima (Vintage),Book,2010.0,172,172,4.0
77232,Addiction and Change: How Addictions Develop and Addicted People Recover,Book,138795.0,0,0,0.0
77233,Island : The Complete Stories,Book,144430.0,13,13,4.5
77240,The World of Fashion Merchandising (Student Activity Guide),Book,129109.0,0,0,0.0
77257,Bluebeard (Delta Fiction),Book,34449.0,53,53,4.5
77266,Software Fundamentals: Collected Papers by David L. Parnas,Book,69909.0,9,9,4.5
77271,What You Need to Do Now : An 8-Point Action Plan to Secure Your Financial Independence,Book,37620.0,14,14,3.0
77274,The Sacred Willow: Four Generations in the Life of a Vietnamese Family,Book,71850.0,11,11,4.5
77295,Java Number Cruncher: The Java Programmer's Guide to Numerical Computing,Book,147194.0,7,7,5.0
77305,Rescuing the Bible from Fundamentalism : A Bishop Rethinks the Meaning of Scripture,Book,3487.0,127,127,3.5
77310,The Psychology of Risk: Mastering Market Uncertainty,Book,141577.0,5,5,4.5
77313,Looking at Indian Art of the Northwest Coast,Book,35128.0,5,5,5.0
77314,Dear America: Letters Home from Vietnam,Book,85497.0,9,9,5.0
77318,Castle Rackrent and Ennui (Penguin Classics),Book,113323.0,1,1,3.0
77323,The Persistence of Yellow: Book of Recipes for Life,Book,8091.0,8,8,5.0
77325,"Foghorn Outdoors: Montana, Idaho, & Wyoming Camping: The Complete Guide to more than 1200 Campgrounds",Book,71004.0,5,5,3.0
77330,"Hello, Mrs. Piggle-Wiggle",Book,37900.0,7,7,4.5
77335,The Shingle Style and the Stick Style : Architectural Theory and Design from Richardson to the Origins of Wright (Yale Publications in the History of Art),Book,91269.0,1,1,5.0
77337,"Star Wars, Episode II - Attack of the Clones",Book,2378.0,212,210,4.5
77341,Mailing May,Book,141776.0,6,6,4.5
77344,"Mazda 626 and Mx-6 Ford Probe Automotive Repair Manual: All Mazda 626-1993 Through 1998, Mazda Mx-6-1993 Through 1997, Ford Probe-1993 Through 1997 (Haynes Automotive Repair Manual Series)",Book,131524.0,3,3,5.0
77346,Modern Refrigeration and Air Conditioning (Modern Refrigeration and Air Conditioning),Book,138816.0,18,18,4.0
77349,Agatha Raisin and the Wellspring of Death (An Agatha Raisin Mystery),Book,51189.0,13,13,4.0
77352,Making Designer Gemstone & Pearl Jewelry,Book,49977.0,1,1,5.0
77353,Faces at the Bottom of the Well: The Permanence of Racism,Book,103581.0,5,5,4.5
77361,Unity (Star Trek: Deep Space Nine),Book,63468.0,26,26,5.0
77381,South Carolina Atlas and Gazetteer (South Carolina Atlas & Gazetteer),Book,18655.0,3,3,4.5
77391,The Fit for Life Solution,Book,42716.0,3,3,4.5
77404,The Lazy Crossdresser,Book,145016.0,13,13,4.5
77440,Basic Theology: A Popular Systematic Guide to Understanding Biblical Truth,Book,9680.0,10,10,4.5
77441,"The Possible Human : A Course in Enhancing Your Physical, Mental, and Creative Abilities",Book,61817.0,1,1,5.0
77451,The Chopra Center Cookbook: Nourishing Body and Soul,Book,143207.0,4,4,4.5
77457,Baby's Journal,Book,135433.0,7,7,4.5
77459,No More Headaches No More Migraines,Book,18205.0,9,9,5.0
77463,Who Is Maria Tallchief (Who Was...?),Book,138451.0,0,0,0.0
77464,The Artist's Complete Guide to Figure Drawing: A Contemporary Perspective on the Classical Tradition,Book,4942.0,37,37,4.5
77466,"The Declaration of Independence and Other Great Documents of American History, 1775-1865 (Dover Thrift Editions) (Dover Thrift Editions)",Book,45236.0,10,10,4.0
77471,The Body Sculpting Bible for Men,Book,4582.0,83,83,4.5
77479,The Essential Guide To Becoming A Flight Attendant,Book,43184.0,0,0,0.0
77481,The Basket Counts (Matt Christopher Sports Classics),Book,98245.0,3,3,3.5
77482,An Hour Before Daylight : Memoirs of a Rural Boyhood,Book,26489.0,55,55,4.5
77484,Follow the Drinking Gourd,Book,121135.0,5,5,5.0
77488,Building Beautiful Boxes With Your Band Saw,Book,128148.0,7,7,4.5
77491,The American Wine Society Presents Growing Wine Grapes,Book,18220.0,3,3,3.5
77494,"The Tabernacle : Shadows of the Messiah (Its Sacrifices, Services, and Priesthood) (See How the Tabernacle Relates to Jesus)",Book,132428.0,8,8,5.0
77502,Runaway (Florida Civil War (Paperback)),Book,145341.0,15,15,4.5
77505,Pocket Atlas of Normal Ct Anatomy of the Head and Brain (Radiology Pocket Atlas Series),Book,65558.0,0,0,0.0
77509,Peter Norton's Complete Guide to Windows XP,Book,44543.0,8,8,4.0
77522,Gospel of the Kingdom,Book,66927.0,6,6,4.5
77527,Curious George Goes Camping,Book,123924.0,2,2,4.0
77534,Blues You Can Use Book of Guitar Chords (Blues Guitar Instruction),Book,123379.0,1,1,5.0
77535,The Great Ceviche Book,Book,46344.0,2,2,4.0
77537,Sing Me a Story: The Metropolitan Opera's Book of Opera Stories for Children,Book,57967.0,2,2,5.0
77540,The Difficult Child : Expanded and Revised Edition,Book,10777.0,24,24,4.5
77544,Elmo's World: Music! (Sesame Street Elmos World(Tm).),Book,41056.0,0,0,0.0
77553,LIFE: Our Century in Pictures for Young People,Book,136987.0,6,6,4.0
77556,Month-by-Month Phonics for Upper Grades: A Second Chance for Struggling Readers and Students Learning English,Book,28358.0,2,2,5.0
77573,Golf Essentials for Dummies,Book,35583.0,0,0,0.0
77577,"The Sword of Truth Box Set, Books 4-6: Temple of the Winds; Soul of the Fire; Faith of the Fallen",Book,6764.0,0,0,0.0
77582,An Introduction to Hinduism (Introduction to Religion),Book,84777.0,10,10,4.0
77589,The Moffats,Book,86357.0,16,16,4.5
77600,Further Chronicles of Avonlea (Bantam Classic),Book,137103.0,10,10,4.0
77605,Growing Younger: Breakthrough Age-Defying Secrets,Book,123180.0,0,0,0.0
77608,The Palestinian Hamas,Book,101148.0,4,4,4.5
77613,Practical Spanish Grammar : A Self-Teaching Guide (Wiley Self-Teaching Guides),Book,7073.0,9,9,4.0
77615,Burning Down the House : Essays on Fiction,Book,101191.0,8,8,4.0
77616,The Real Rain Man: Kim Peek,Book,111607.0,2,2,4.5
77619,The Mathematical Olympiad Handbook: An Introduction to Problem Solving Based on the First 32 British Mathematical Olympiads 1965-1996 (Oxford Science Publications),Book,86555.0,3,3,5.0
77623,The Chinese Roswell: Ufo Encounters in the Far East from Ancient Times to the Present,Book,90401.0,5,5,3.0
77628,Lonely Planet Mandarin Phrasebook (Lonely Planet Phrasebooks),Book,109910.0,12,12,4.5
77641,A Is for Admission : The Insider's Guide to Getting into the Ivy League and Other Top Colleges,Book,10465.0,58,58,4.5
77643,The Complete Greek Tragedies: Euripides I (Euripides),Book,29726.0,3,3,4.5
77645,Something Upstairs (Avon Camelot Books),Book,51925.0,62,62,4.5
77657,Mistress,Book,34640.0,28,28,4.5
77666,The Digging-Est Dog (I Can Read It All by Myself Beginner Books (Hardcover)),Book,59310.0,20,20,4.5
77672,Metaphors of Memory : A History of Ideas about the Mind,Book,114485.0,1,1,5.0
77677,Sensory Integration and the Child,Book,43453.0,6,6,5.0
77679,James Joyce (Oxford Lives S.),Book,33399.0,13,13,5.0
77681,The Bush Dyslexicon: Observations on a National Disorder,Book,57623.0,166,166,4.0
77683,20Th-Century Theology: God and the World in a Transitional Age,Book,127403.0,8,8,4.5
77687,American Sign Language Dictionary-Flexi,Book,48659.0,10,10,3.5
77717,True Tales from Another Mexico,Book,21827.0,7,7,5.0
77731,International Political Economy,Book,77624.0,5,5,4.0
77732,"The Travel Detective: How to Get the Best Service and the Best Deals from Airlines, Hotels, Cruise Ships, and Car Rental Agencies",Book,5115.0,55,55,2.5
77749,Lone Wolf and Cub 5: Black Wind,Book,47046.0,3,3,4.5
77776,My Grandma Lived in Gooligulch,Book,34925.0,3,3,5.0
77780,The Art of Christian Listening,Book,13220.0,2,2,5.0
77784,Straight Man : A Novel (Vintage Contemporaries),Book,2642.0,198,198,4.5
77805,The Use and Training of the Human Voice: A Bio-Dynamic Approach to Vocal Life,Book,116034.0,4,4,5.0
77806,The Soul Care Bible Experiencing And Sharing Hope God's Way,Book,111782.0,0,0,0.0
77811,A Handbook of Native American Herbs (Healing Arts),Book,108858.0,1,1,3.0
77821,Coming of Age in Samoa : A Psychological Study of Primitive Youth for Western Civilisation (Perennial Classics),Book,76720.0,9,9,3.5
77826,Cavalier King Charles Spaniels Today (Book of the Breed),Book,78351.0,3,3,5.0
77840,Plainclothes Naked,Book,76021.0,16,16,4.0
77841,Feminist Fairy Tales,Book,79740.0,8,8,3.0
77847,Operations Management: Strategy and Analysis (6th Edition),Book,99529.0,7,7,4.5
77872,Don Quixote (Cliffs Notes),Book,10656.0,1,1,5.0
77875,What Would Machiavelli Do? The Ends Justify the Meanness,Book,43189.0,57,57,3.5
77878,"Strange New Worlds, Vol. 6 (Star Trek)",Book,113195.0,33,33,4.5
77893,Brush Meditation: A Japanese Way to Mind & Body Harmony,Book,110054.0,6,6,5.0
77896,"Narcissus in Chains (An Anita Blake, Vampire Hunter Novel, Book 10)",Book,134033.0,532,532,3.0
77909,Where is the Mango Princess?,Book,28419.0,34,34,5.0
77912,Kid's Book to Welcome a New Baby: Fun for a Big Brother or Big Sister,Book,35543.0,2,2,3.5
77940,Little Visits With God,Book,125183.0,7,7,5.0
77949,Communication Skills in Children With Down Syndrome: A Guide for Parents (Topics in Down Syndrome),Book,54474.0,2,2,4.5
77962,English Vocabulary in Use Advanced,Book,73173.0,1,1,4.0
